filename_audio|filename_transcript|transkripsi|ground_truth|wer|cer|hasil_llm|status|latency|path_audio_eval|correctness_1_5|naturalness_1_5|intelligibility_1_3
2319_Audio3.wav|N/A|Can you help aku arrange transport dari Jeddah ke Bandidah to-morrow?|N/A|1.0|1.0|"```json {   """"perbaikan"""": """"Bisakah Anda membantu saya mengatur transportasi dari Jeddah ke Madinah besok?"""",   """"tagging"""": """"[EN:Can you help] [ID:aku] [EN:arrange transport] [ID:dari Jeddah ke] [ID:Bandidah] [EN:to-morrow?]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau layanan bus melalui aplikasi transportasi resmi untuk perjalanan besok. Segera lakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|1988.25|data/evaluation_output/audio_results\2319_Audio3.wav|||
2319_Audio4.wav|N/A|Explain step by step cara apply visa Saudi dengan benar|N/A|1.0|1.0|"```json {   """"perbaikan"""": """"Jelaskan langkah demi langkah cara mengajukan visa Arab Saudi dengan benar."""",   """"tagging"""": """"[EN:Explain step by step] [ID:cara] [EN:apply] [ID:visa Saudi dengan benar]"""",   """"respon"""": """"Pertama, kunjungi situs resmi atau aplikasi Nusuk untuk mengisi formulir pengajuan visa secara daring. Selanjutnya, unggah dokumen pendukung seperti paspor dan bukti kesehatan, lalu selesaikan pembayaran biaya visa yang ditentukan."""" } ```"|SUCCESS|32.39|data/evaluation_output/audio_results\2319_Audio4.wav|||
2319_Audio5.wav|N/A|"Ya ahi uridu bukflay ila jadda al-usbu' al-qadim Hal bisa bantu adida afdha siadul warilata mubashirah?"|N/A|1.0|1.0|"```json {   """"perbaikan"""": """"Saudara, saya ingin memesan penerbangan ke Jeddah minggu depan. Bisakah Anda membantu saya menemukan jadwal terbaik untuk perjalanan langsung?"""",   """"tagging"""": """"[AR:Ya ahi] [AR:uridu] [EN:bukflay] [AR:ila jadda] [AR:al-usbu' al-qadim] [AR:Hal] [ID:bisa bantu] [AR:adida afdha] [EN:siadul] [AR:warihlata mubashirah]?"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan langsung ke Jeddah melalui situs resmi maskapai atau agen perjalanan daring. Segera lakukan pemesanan agar Anda mendapatkan waktu keberangkatan yang paling sesuai."""" } ```"|SUCCESS|36.13|data/evaluation_output/audio_results\2319_Audio5.wav|||
2319_Audio6.wav|N/A|Uri du arrange transport min jeddah ila Madinah Wadan|N/A|1.0|1.0|"```json {   """"perbaikan"""": """"Saya ingin mengatur transportasi dari Jeddah ke Madinah besok."""",   """"tagging"""": """"[AR:Uri du] [EN:arrange transport] [AR:min] [ID:jeddah] [AR:ila] [ID:Madinah] [AR:Wadan]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau layanan bus melalui aplikasi resmi untuk perjalanan besok. Segera lakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|32.73|data/evaluation_output/audio_results\2319_Audio6.wav|||
2323_audio01.wav|audio01.txt|Aku mau book flight ke jadah minggu depan, bisa bantu schedule.|Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?|0.1818|0.0469|"```json {   """"perbaikan"""": """"Saya ingin memesan tiket pesawat ke Jeddah minggu depan, bisakah Anda membantu mengatur jadwalnya?"""",   """"tagging"""": """"[ID:Aku mau] [EN:book flight] [ID:ke jadah minggu depan, bisa bantu] [EN:schedule.]"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan melalui situs resmi maskapai atau agen perjalanan daring. Segera lakukan pemesanan untuk mendapatkan harga dan ketersediaan kursi terbaik."""" } ```"|SUCCESS|42.38|data/evaluation_output/audio_results\2323_audio01.wav|||
2323_audio02.wav|audio02.txt|Aku butuh travel umrah, simple, tapi include Madinah Fisik.|Aku butuh travel umrah simple tapi include Madinah visit|0.3333|0.0893|"```json {   """"perbaikan"""": """"Saya membutuhkan paket perjalanan umrah yang praktis, tetapi sudah termasuk kunjungan ke Madinah secara langsung."""",   """"tagging"""": """"[ID:Aku butuh travel umrah, simple, tapi include Madinah] [EN:Fisik.]"""",   """"respon"""": """"Anda dapat mencari paket umrah praktis yang sudah mencakup kunjungan ke Madinah melalui agen perjalanan resmi. Pastikan untuk meninjau rincian rencana perjalanan agar sesuai dengan kebutuhan Anda."""" } ```"|SUCCESS|32.83|data/evaluation_output/audio_results\2323_audio02.wav|||
2323_audio03.wav|audio03.txt|Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?|Can you help aku arrange transport dari Jeddah ke Madinah tomorrow|0.0909|0.0152|"```json {   """"perbaikan"""": """"Bisakah Anda membantu saya mengatur transportasi dari Jeddah ke Madinah besok?"""",   """"tagging"""": """"[EN:Can you help] [ID:aku] [EN:arrange transport] [ID:dari Jeddah ke Madinah] [EN:tomorrow?]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau layanan bus melalui aplikasi resmi untuk perjalanan besok. Segera lakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|47.48|data/evaluation_output/audio_results\2323_audio03.wav|||
2323_audio04.wav|audio04.txt|Explain step by step cara apply visa Saudi dengan benar.|Explain step by step cara apply visa Saudi dengan benar|0.1|0.0182|"```json {   """"perbaikan"""": """"Jelaskan langkah demi langkah cara mengajukan visa Arab Saudi dengan benar."""",   """"tagging"""": """"[EN:Explain step by step] [ID:cara] [EN:apply] [ID:visa Saudi dengan benar.]"""",   """"respon"""": """"Pertama, kunjungi situs resmi Nusuk untuk mengisi formulir pengajuan visa secara daring. Selanjutnya, unggah dokumen pendukung yang diperlukan dan selesaikan proses pembayaran biaya visa."""" } ```"|SUCCESS|48.65|data/evaluation_output/audio_results\2323_audio04.wav|||
2323_audio05.wav|audio05.txt|ya akhi uridu bookfly ila jaddah al usbu al qadhim hal bisa bantu ajida afdal skidul warih latan mubasirah|Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?|0.7222|0.1724|"```json {   """"perbaikan"""": """"Saudara, saya ingin memesan penerbangan ke Jeddah minggu depan. Bisakah Anda membantu saya menemukan jadwal terbaik untuk penerbangan langsung?"""",   """"tagging"""": """"[AR:ya akhi] [AR:uridu] [EN:bookfly] [AR:ila jaddah] [AR:al usbu al qadhim] [AR:hal] [ID:bisa bantu] [AR:ajida afdal] [EN:skidul] [AR:warih latan mubasirah]"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan langsung ke Jeddah melalui situs resmi maskapai atau agen perjalanan daring. Segera lakukan pemesanan agar Anda mendapatkan waktu keberangkatan yang paling sesuai dengan rencana Anda."""" } ```"|SUCCESS|35.84|data/evaluation_output/audio_results\2323_audio05.wav|||
2323_audio06.wav|audio06.txt|uridu arranged transport min jeddah ila madinah khoden|Urīdu arrange transport min Jeddah ilā Madinah ghadan|0.5|0.1132|"```json {   """"perbaikan"""": """"Saya ingin mengatur transportasi dari Jeddah ke Madinah besok."""",   """"tagging"""": """"[AR:uridu] [EN:arranged transport] [AR:min] [ID:jeddah] [AR:ila] [ID:madinah] [AR:khoden]"""",   """"respon"""": """"Anda dapat menggunakan layanan kereta cepat atau bus untuk perjalanan dari Jeddah ke Madinah besok. Disarankan untuk segera melakukan pemesanan melalui aplikasi resmi guna memastikan ketersediaan jadwal."""" } ```"|SUCCESS|46.06|data/evaluation_output/audio_results\2323_audio06.wav|||
2323_audio13.wav|audio13.txt|Jelaskan step by step cara booking flight ke Jeddah secara online.|Jelaskan step by step cara booking flight ke Jeddah secara online|0.0909|0.0154|"```json {   """"perbaikan"""": """"Jelaskan langkah demi langkah cara memesan tiket pesawat ke Jeddah secara daring."""",   """"tagging"""": """"[ID:Jelaskan] [EN:step by step] [ID:cara] [EN:booking flight] [ID:ke Jeddah secara online.]"""",   """"respon"""": """"Pertama, kunjungi situs resmi maskapai atau agen perjalanan daring dan pilih jadwal penerbangan ke Jeddah. Selanjutnya, masukkan data penumpang secara lengkap dan selesaikan pembayaran Anda secara daring."""" } ```"|SUCCESS|47.24|data/evaluation_output/audio_results\2323_audio13.wav|||
2323_audio14.wav|audio14.txt|How to prepare dokumen umrah dari Indonesia dengan benar|How to prepare dokumen umrah dari Indonesia dengan benar|0.0|0.0|"```json {   """"perbaikan"""": """"Bagaimana cara menyiapkan dokumen umrah dari Indonesia dengan benar?"""",   """"tagging"""": """"[EN:How to prepare] [ID:dokumen umrah dari Indonesia dengan benar]"""",   """"respon"""": """"Anda perlu menyiapkan paspor dengan masa berlaku minimal enam bulan, visa umrah, serta dokumen kesehatan yang diperlukan. Disarankan untuk berkonsultasi dengan biro perjalanan resmi guna memastikan seluruh persyaratan administrasi telah terpenuhi dengan benar."""" } ```"|SUCCESS|32.13|data/evaluation_output/audio_results\2323_audio14.wav|||
2323_audio15.wav|audio15.txt|Tolong buat checklist persiapan umrah termasuk barang wajib dibawa.|Tolong buat checklist persiapan umrah termasuk barang wajib dibawa|0.1111|0.0152|"```json {   """"perbaikan"""": """"Tolong buatkan daftar periksa persiapan umrah, termasuk barang-barang wajib yang harus dibawa."""",   """"tagging"""": """"[ID:Tolong buat checklist persiapan umrah termasuk barang wajib dibawa.]"""",   """"respon"""": """"Daftar periksa meliputi dokumen penting seperti paspor dan visa, perlengkapan ibadah, pakaian ihram, serta obat-obatan pribadi. Pastikan juga Anda membawa pakaian yang nyaman dan alat pengisi daya elektronik."""" } ```"|SUCCESS|33.64|data/evaluation_output/audio_results\2323_audio15.wav|||
2323_audio16.wav|audio16.txt|Guide aku cara pilih hotel di Makkah dekat haram dengan budget terbatas|Guide aku cara pilih hotel di Makkah dekat Haram dengan budget terbatas|0.0|0.0|"```json {   """"perbaikan"""": """"Pandu saya cara memilih hotel di Mekah yang dekat dengan Masjidil Haram dengan anggaran terbatas."""",   """"tagging"""": """"[EN:Guide] [ID:aku cara pilih hotel di Makkah dekat haram dengan budget terbatas]"""",   """"respon"""": """"Anda dapat mencari hotel di area pemukiman yang sedikit lebih jauh dari area utama, namun tetap memiliki akses transportasi umum yang mudah. Gunakan situs pemesanan daring dan atur filter harga terendah serta baca ulasan mengenai jarak tempuh menuju Masjidil Haram."""" } ```"|SUCCESS|33.49|data/evaluation_output/audio_results\2323_audio16.wav|||
2323_audio18.wav|audio18.txt|"I feel overwhelmed dengan persiapan omrah Ada tips sederhana"|I feel overwhelmed dengan persiapan umrah, ada tips sederhana?|0.2222|0.0484|"```json {   """"perbaikan"""": """"Saya merasa kewalahan dengan persiapan umrah, apakah ada tips sederhana?"""",   """"tagging"""": """"[EN:I feel overwhelmed] [ID:dengan persiapan omrah Ada tips sederhana]"""",   """"respon"""": """"Anda dapat mulai dengan membuat daftar perlengkapan dan dokumen penting secara bertahap. Selain itu, gunakan jasa biro perjalanan resmi agar persiapan Anda menjadi lebih terorganisir."""" } ```"|SUCCESS|32.58|data/evaluation_output/audio_results\2323_audio18.wav|||
2325_audio1.wav|audio01.txt|Aku mau book flight ke Jeddah minggu depan bisa bantu schedule|Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?|0.1818|0.0312|"```json {   """"perbaikan"""": """"Saya ingin memesan tiket pesawat ke Jeddah minggu depan, bisakah Anda membantu mengatur jadwalnya?"""",   """"tagging"""": """"[ID:Aku mau] [EN:book flight] [ID:ke Jeddah minggu depan bisa bantu] [EN:schedule]"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan melalui situs resmi maskapai atau agen perjalanan daring. Segera lakukan pemesanan untuk mendapatkan harga dan ketersediaan kursi terbaik."""" } ```"|SUCCESS|40.39|data/evaluation_output/audio_results\2325_audio1.wav|||
2325_audio10.wav|audio10.txt|I feel overwhelmed dengan persiapan umrah, ada tips sederhana|Apa perbedaan umrah dan hajj secara detail dalam Islam|1.0|0.8889|"```json {   """"perbaikan"""": """"Saya merasa kewalahan dengan persiapan umrah, apakah ada tips sederhana?"""",   """"tagging"""": """"[EN:I feel overwhelmed] [ID:dengan persiapan umrah, ada tips sederhana]"""",   """"respon"""": """"Anda dapat mulai dengan membuat daftar periksa dokumen dan perlengkapan secara bertahap. Selain itu, pastikan Anda menggunakan jasa biro perjalanan resmi agar seluruh persiapan menjadi lebih terorganisir."""" } ```"|SUCCESS|32.25|data/evaluation_output/audio_results\2325_audio10.wav|||
2325_audio2.wav|audio02.txt|Aku butuh travel, umrah simple tapi inklud madinah visit.|Aku butuh travel umrah simple tapi include Madinah visit|0.3333|0.0714|"```json {   """"perbaikan"""": """"Saya membutuhkan biro perjalanan umrah yang praktis, tetapi sudah termasuk kunjungan ke Madinah."""",   """"tagging"""": """"[ID:Aku butuh travel, umrah simple tapi] [EN:inklud] [ID:madinah] [EN:visit.]"""",   """"respon"""": """"Anda dapat mencari paket umrah praktis yang sudah menyertakan kunjungan ke Madinah melalui agen perjalanan resmi. Pastikan untuk meninjau rincian rencana perjalanan agar sesuai dengan kebutuhan Anda."""" } ```"|SUCCESS|33.17|data/evaluation_output/audio_results\2325_audio2.wav|||
2325_audio3.wav|audio03.txt|Can you help? Aku arrange transport dari Jeddah ke Marina Tomorrow.|Can you help aku arrange transport dari Jeddah ke Madinah tomorrow|0.2727|0.0606|"```json {   """"perbaikan"""": """"Bisakah Anda membantu saya mengatur transportasi dari Jeddah ke Madinah besok?"""",   """"tagging"""": """"[EN:Can you help?] [ID:Aku] [EN:arrange transport] [ID:dari Jeddah ke] [ID:Marina] [EN:Tomorrow.]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau layanan bus melalui aplikasi resmi untuk perjalanan besok. Segera lakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|33.14|data/evaluation_output/audio_results\2325_audio3.wav|||
2325_audio4.wav|audio04.txt|Explain step by step cara apply visa Saudi dengan benar.|Explain step by step cara apply visa Saudi dengan benar|0.1|0.0182|"```json {   """"perbaikan"""": """"Jelaskan langkah demi langkah cara mengajukan visa Arab Saudi dengan benar."""",   """"tagging"""": """"[EN:Explain step by step] [ID:cara] [EN:apply] [ID:visa Saudi dengan benar.]"""",   """"respon"""": """"Pertama, kunjungi situs resmi atau aplikasi pengajuan visa Arab Saudi untuk mengisi formulir secara daring. Kemudian, unggah dokumen yang diperlukan seperti paspor dan selesaikan pembayaran biaya visa tersebut."""" } ```"|SUCCESS|48.33|data/evaluation_output/audio_results\2325_audio4.wav|||
2325_audio5.wav|audio05.txt|Yaa akhi, uridu buk flak ila jiddaa al-usbu'a al-qadim, hal bisa bantu ajidda afdal skajul wa rekhletan mubashyrah?|Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?|0.6111|0.2069|"```json {   """"perbaikan"""": """"Saudara, saya ingin memesan penerbangan ke Jeddah minggu depan. Bisakah Anda membantu saya menemukan jadwal terbaik untuk penerbangan langsung?"""",   """"tagging"""": """"[AR:Yaa akhi], [AR:uridu] [EN:buk flak] [AR:ila jiddaa] [AR:al-usbu'a al-qadim], [AR:hal] [ID:bisa bantu] [AR:ajidda afdal] [EN:skajul] [AR:wa rekhletan mubashyrah]?"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan langsung ke Jeddah melalui situs resmi maskapai atau agen perjalanan daring. Segera lakukan pemesanan agar Anda mendapatkan waktu keberangkatan yang paling sesuai dengan rencana Anda."""" } ```"|SUCCESS|36.03|data/evaluation_output/audio_results\2325_audio5.wav|||
2325_audio6.wav|audio06.txt|Uri du orange transport menjedah ila Madinah Qadan.|Urīdu arrange transport min Jeddah ilā Madinah ghadan|0.875|0.2075|"```json {   """"perbaikan"""": """"Saya ingin mengatur transportasi dari Jeddah ke Madinah besok."""",   """"tagging"""": """"[AR:Uri du] [EN:orange] [EN:transport] [AR:menjedah] [AR:ila] [ID:Madinah] [AR:Qadan]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau layanan bus melalui aplikasi resmi untuk perjalanan besok. Segera lakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|32.56|data/evaluation_output/audio_results\2325_audio6.wav|||
2325_audio7.wav|audio07.txt|buk fly ke jeddah lalu lanjut ke madinah schedule terbaik kapan|Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan|0.2727|0.1029|"```json {   """"perbaikan"""": """"Bagaimana jadwal terbaik untuk memesan penerbangan ke Jeddah dan kemudian melanjutkan perjalanan ke Madinah?"""",   """"tagging"""": """"[EN:buk fly] [ID:ke jeddah lalu lanjut ke madinah] [EN:schedule] [ID:terbaik kapan]"""",   """"respon"""": """"Jadwal terbaik sangat bergantung pada musim perjalanan dan ketersediaan tiket maskapai. Anda disarankan untuk memeriksa situs resmi maskapai guna mendapatkan informasi waktu keberangkatan yang paling efisien."""" } ```"|SUCCESS|34.61|data/evaluation_output/audio_results\2325_audio7.wav|||
2325_audio8.wav|audio08.txt|Apa perbedaan umrah dan hajj secara detail dalam Islam?|uridu schedule trip min jeddah ila makkah bukra sabah|1.0|0.8302|"```json {   """"perbaikan"""": """"Apa perbedaan antara umrah dan haji secara mendetail dalam ajaran Islam?"""",   """"tagging"""": """"[ID:Apa perbedaan umrah dan hajj secara detail dalam Islam?]"""",   """"respon"""": """"Perbedaan utama terletak pada waktu pelaksanaan dan rukunnya, di mana haji hanya dilakukan pada bulan Zulhijah dan memiliki rukun wukuf di Arafah, sedangkan umrah dapat dilakukan kapan saja tanpa wukuf. Selain itu, haji hukumnya wajib bagi yang mampu, sementara umrah adalah ibadah sunah bagi sebagian besar ulama."""" } ```"|SUCCESS|34.56|data/evaluation_output/audio_results\2325_audio8.wav|||
2325_audio9.wav|audio09.txt|how to prepare dokumen umrah dari indonesia dengan benar|mumkin book transport min makkah ila madinah untuk besok?|1.0|0.7719|"```json {   """"perbaikan"""": """"Bagaimana cara menyiapkan dokumen umrah dari Indonesia dengan benar?"""",   """"tagging"""": """"[EN:how to prepare] [ID:dokumen umrah dari indonesia dengan benar]"""",   """"respon"""": """"Anda perlu menyiapkan paspor dengan masa berlaku minimal enam bulan, visa umrah, serta bukti vaksinasi yang diperlukan. Disarankan untuk berkonsultasi dengan biro perjalanan resmi guna memastikan seluruh persyaratan administrasi telah terpenuhi."""" } ```"|SUCCESS|32.49|data/evaluation_output/audio_results\2325_audio9.wav|||
2326_audio01.wav|audio01.txt|Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?|Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?|0.0|0.0|"```json {   """"perbaikan"""": """"Saya ingin memesan tiket pesawat ke Jeddah minggu depan, bisakah Anda membantu mengatur jadwalnya?"""",   """"tagging"""": """"[ID:Aku mau] [EN:book flight] [ID:ke Jeddah minggu depan, bisa bantu] [EN:schedule?]"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan melalui situs resmi maskapai atau agen perjalanan daring. Segera lakukan pemesanan agar Anda mendapatkan ketersediaan kursi dan harga yang paling sesuai."""" } ```"|SUCCESS|41.42|data/evaluation_output/audio_results\2326_audio01.wav|||
2326_audio02.wav|audio02.txt|aku butuh travel umrah simple tapi include madina visit|Aku butuh travel umrah simple tapi include Madinah visit|0.1111|0.0179|"```json {   """"perbaikan"""": """"Saya membutuhkan agen perjalanan umrah praktis yang sudah termasuk kunjungan ke Madinah."""",   """"tagging"""": """"[ID:aku butuh travel umrah simple tapi include] [ID:madina visit]"""",   """"respon"""": """"Anda dapat mencari paket umrah praktis yang sudah mencakup kunjungan ke Madinah melalui agen perjalanan resmi. Pastikan untuk memeriksa rincian rencana perjalanan agar sesuai dengan keinginan Anda."""" } ```"|SUCCESS|31.5|data/evaluation_output/audio_results\2326_audio02.wav|||
2326_audio03.wav|audio03.txt|can you help aku arrange transport dari jeddah ke madinah tomorrow|Can you help aku arrange transport dari Jeddah ke Madinah tomorrow|0.0|0.0|"```json {   """"perbaikan"""": """"Bisakah Anda membantu saya mengatur transportasi dari Jeddah ke Madinah besok?"""",   """"tagging"""": """"[EN:can you help] [ID:aku] [EN:arrange transport] [ID:dari jeddah ke madinah] [EN:tomorrow]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau layanan bus melalui aplikasi resmi untuk perjalanan besok. Segera lakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|43.04|data/evaluation_output/audio_results\2326_audio03.wav|||
2326_audio04.wav|audio04.txt|Explain step by step cara apply visa Saudi dengan benar|Explain step by step cara apply visa Saudi dengan benar|0.0|0.0|"```json {   """"perbaikan"""": """"Jelaskan langkah demi langkah cara mengajukan visa Arab Saudi dengan benar."""",   """"tagging"""": """"[EN:Explain step by step] [ID:cara] [EN:apply] [ID:visa Saudi dengan benar]"""",   """"respon"""": """"Pertama, kunjungi situs resmi atau aplikasi pengajuan visa Arab Saudi untuk mengisi formulir secara daring. Kemudian, unggah dokumen yang diperlukan seperti paspor dan selesaikan pembayaran biaya visa tersebut."""" } ```"|SUCCESS|37.43|data/evaluation_output/audio_results\2326_audio04.wav|||
2326_audio05.wav|audio05.txt|ya akhi uridu book flight ila jiddah al usbu al qadim hal bisa bantu ajidah afdal skidul warihlatan mubasyrah|Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?|0.6667|0.1293|"```json {   """"perbaikan"""": """"Saudara, saya ingin memesan penerbangan ke Jeddah minggu depan. Bisakah Anda membantu saya menemukan jadwal terbaik untuk penerbangan langsung?"""",   """"tagging"""": """"[AR:ya akhi] [AR:uridu] [EN:book flight] [AR:ila jiddah] [AR:al usbu al qadim] [AR:hal] [ID:bisa bantu] [AR:ajidah afdal] [EN:skidul] [AR:warihlatan mubasyrah]"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan langsung ke Jeddah melalui situs resmi maskapai atau agen perjalanan daring. Segera lakukan pemesanan agar Anda mendapatkan jadwal yang paling sesuai dengan rencana Anda."""" } ```"|SUCCESS|35.47|data/evaluation_output/audio_results\2326_audio05.wav|||
2326_audio06.wav|audio06.txt|uridu ren stangspot min jeddah ila madinah ghodan|Urīdu arrange transport min Jeddah ilā Madinah ghadan|0.625|0.2264|"```json {   """"perbaikan"""": """"Saya ingin mengatur transportasi dari Jeddah ke Madinah besok."""",   """"tagging"""": """"[AR:uridu] [EN:ren stangspot] [AR:min] [ID:jeddah] [AR:ila] [ID:madinah] [AR:ghodan]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau layanan bus melalui aplikasi resmi untuk perjalanan besok. Segera lakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|31.96|data/evaluation_output/audio_results\2326_audio06.wav|||
2326_audio07.wav|audio07.txt|book flight ke jeddah lalu lanjut ke madinah schedule terbaik kapan|Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan|0.0909|0.0147|"```json {   """"perbaikan"""": """"Bagaimana jadwal terbaik untuk memesan penerbangan ke Jeddah dan kemudian melanjutkan perjalanan ke Madinah?"""",   """"tagging"""": """"[EN:book flight] [ID:ke jeddah lalu lanjut ke madinah] [EN:schedule] [ID:terbaik kapan]"""",   """"respon"""": """"Jadwal terbaik sangat bergantung pada musim perjalanan dan ketersediaan tiket maskapai. Anda disarankan untuk memeriksa situs resmi maskapai guna mendapatkan informasi jadwal yang paling efisien."""" } ```"|SUCCESS|32.74|data/evaluation_output/audio_results\2326_audio07.wav|||
2326_audio11.wav|audio11.txt|kenapa fasting di romadhan itu wajib bagi muslim|kenapa fasting di ramadan itu wajib bagi muslim|0.125|0.0426|"```json {   """"perbaikan"""": """"Mengapa berpuasa di bulan Ramadan itu wajib bagi umat Muslim?"""",   """"tagging"""": """"[ID:kenapa fasting di romadhan itu wajib bagi muslim]"""",   """"respon"""": """"Puasa Ramadan adalah salah satu rukun Islam yang wajib dijalankan oleh setiap Muslim yang memenuhi syarat. Hal ini merupakan perintah langsung dari Allah SWT dalam Al-Qur'an untuk meningkatkan ketakwaan."""" } ```"|SUCCESS|31.88|data/evaluation_output/audio_results\2326_audio11.wav|||
2326_audio13.wav|audio13.txt|Jelaskan step by step cara booking flight kecedah secara online|Jelaskan step by step cara booking flight ke Jeddah secara online|0.1818|0.0462|"```json {   """"perbaikan"""": """"Jelaskan langkah demi langkah cara memesan tiket pesawat ke Jeddah secara daring."""",   """"tagging"""": """"[ID:Jelaskan] [EN:step by step] [ID:cara] [EN:booking flight] [ID:ke Jeddah secara online]"""",   """"respon"""": """"Pertama, kunjungi situs resmi maskapai atau agen perjalanan daring dan pilih jadwal penerbangan ke Jeddah. Selanjutnya, masukkan data penumpang dengan lengkap dan selesaikan proses pembayaran Anda."""" } ```"|SUCCESS|46.91|data/evaluation_output/audio_results\2326_audio13.wav|||
2326_audio17.wav|audio17.txt|menurut kamu belajar bahasa arab itu susah gak untuk pemula|Menurut kamu belajar bahasa Arab itu susah gak untuk pemula|0.0|0.0|"```json {   """"perbaikan"""": """"Menurut Anda, apakah belajar bahasa Arab itu sulit bagi pemula?"""",   """"tagging"""": """"[ID:menurut kamu belajar bahasa arab itu susah gak untuk pemula]"""",   """"respon"""": """"Tingkat kesulitan belajar bahasa Arab sangat bergantung pada metode dan konsistensi Anda. Bagi pemula, disarankan untuk memulai dengan mempelajari alfabet dan kosakata dasar secara rutin."""" } ```"|SUCCESS|30.82|data/evaluation_output/audio_results\2326_audio17.wav|||
2330_audio01.wav|audio01.txt|Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?|Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?|0.0|0.0|"```json {   """"perbaikan"""": """"Saya ingin memesan tiket pesawat ke Jeddah minggu depan, bisakah Anda membantu mengatur jadwalnya?"""",   """"tagging"""": """"[ID:Aku mau] [EN:book flight] [ID:ke Jeddah minggu depan, bisa bantu] [EN:schedule?]"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan melalui situs resmi maskapai atau agen perjalanan daring. Segera lakukan pemesanan untuk mendapatkan harga dan ketersediaan kursi terbaik."""" } ```"|SUCCESS|42.37|data/evaluation_output/audio_results\2330_audio01.wav|||
2330_audio02.wav|audio02.txt|aku butuh travel umroh simple tapi include madinah visit|Aku butuh travel umrah simple tapi include Madinah visit|0.1111|0.0179|"```json {   """"perbaikan"""": """"Saya membutuhkan paket perjalanan umrah yang praktis namun sudah termasuk kunjungan ke Madinah."""",   """"tagging"""": """"[ID:aku butuh travel umroh simple tapi include madinah visit]"""",   """"respon"""": """"Anda dapat mencari paket umrah praktis yang sudah mencakup kunjungan ke Madinah melalui agen perjalanan resmi. Pastikan untuk meninjau rincian rencana perjalanan agar sesuai dengan kebutuhan Anda."""" } ```"|SUCCESS|31.97|data/evaluation_output/audio_results\2330_audio02.wav|||
2330_audio03.wav|audio03.txt|can you help aku arrange transport dari Jeddah ke Madinah tomorrow|Can you help aku arrange transport dari Jeddah ke Madinah tomorrow|0.0|0.0|"```json {   """"perbaikan"""": """"Bisakah Anda membantu saya mengatur transportasi dari Jeddah ke Madinah besok?"""",   """"tagging"""": """"[EN:can you help] [ID:aku] [EN:arrange transport] [ID:dari Jeddah ke Madinah] [EN:tomorrow]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau layanan bus melalui aplikasi resmi untuk perjalanan besok. Segera lakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|41.12|data/evaluation_output/audio_results\2330_audio03.wav|||
